Folio,Porcion Viaje,"Fecha Llegada 
(Mes/Dia/Año)",Fecha Partida (Mes/Dia/Año) ,"Pueblo, Municipio Partida",Estado/Departamento,País ,Latitude , Longitude,Elevation (meters),Tiempo Ubicacion,Metodo de Transporte (Tiempo en Transito),Paradas Interinas,Comentarios,Cargaba niños?,Grabacion,Iniciales Revisor,,,,,,
132,10,9/16/2023,9/16/2023,Managua,Managua,Nicaragua,12.113088536,-86.230140760,174,,Bus (8 hrs),,,,,,,,,,,
132,11,9/17/2023,9/17/2023,Tegucigalpa,Francisco Morazán,Honduras,14.065252560,-87.210470400,977,5 hrs (1am-6am),,,,,,,,,,,,
132,12,9/18/2023,9/19/2023,Ciudad de Guatemala,Guatemala,Guatemala,14.621554770,-90.517284220,1495,,,,,,,,,,,,,
132,13,9/20/2023,9/21/2023,Tapachula,Chiapas,México,14.909851290,-92.260796590,158,,Combi,,,,,,,,,,,
132,14,9/21/2023,9/21/2023,Arriaga,Chiapas,México,16.233446260,-93.910153100,47,,,,,,,,,,,,,
132,15,9/22/2023,9/23/2023,Puebla,Puebla,México,19.031266120,-98.210725950,2145,1 noche,,,,,,,,,,,,
132,16,9/23/2023,9/24/2023,San Martin,Puebla,México,19.135173105,-98.310590965,2190,,,,,,,,,,,,,
132,17,9/24/2023,9/25/2023,CDMX,Estado de Mexico,Mexico,19.368636180,-99.115821210,2239,,,,,,,,,,,,,
132,18,9/25/2023,9/26/2023,San Luis Potosi,San Luis Potosi,México,22.168753080,-100.976702800,1865,,,,,,,,,,,,,
132,19,9/27/2023,,Saltillo,Coahuila,México,25.404099650,-101.024833500,1590,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
133,1,1/1/2000,7/28/2023,Tegucigalpa,Francisco Morazán,Honduras ,14.059118193,-87.172468869,977,,,,"Que no tenia dinero para comparar pasaje de bus, lo hizo la mayoria caminando",,,AM,,,,,,
133,2,,,San Pedro Sula,Cortés,Honduras,15.503789182,-88.010258036,90,,Caminando,,,,,,,,,,,
133,3,,,Corinto,Cortés,Honduras,15.585330280,-88.370384110,21,,Caminando (3 horas),,,,,,,,,,,
133,4,7/31/2023,,Puerto Barrios,Izabal,Guatemala,15.696832737,-88.583581683,14,,,,"fecha aproximada, el dice se tardo 2-3 dias en llegar a Guatemala",,,,,,,,,
133,5,,,Ciudad de Guatemala,Guatemala,Guatemala,14.621554770,-90.517284220,1495,,Bus + Aventon + Caminando,,"No deja muy claro que tanto uso cada tipo de transporte, estuvo muy variado",,,,,,,,,
133,6,,,Tecun Uman,San Marcos,Guatemala,14.677935369,-92.140170136,29,1 dia,^,,Se quedaron en Casa del Migrante y la mañana siguiente cruzaron el rio a Mexico,,,,,,,,,
133,7,,,Ciudad Hidalgo,Chiapas,Mexico,14.679317161,-92.152480808,22,,Balsa + Caminando,,,,,,,,,,,
133,8,8/4/2023,9/4/2023,Tapachula,Chiapas,México,14.909851290,-92.260796590,158,aprox. 1 mes,Bus?,,"Se queda en un albergue, parece que llego en bus porque hizo un comentario de que le mandaron dinero, pero no es seguro",,,,,,,,,
133,9,,,Arriaga,Chiapas,México,16.233450000,-93.910200000,47,,,,,,,,,,,,,
133,10,,,Santo Domingo Zanatepec,Oaxaca,México,16.479813810,-94.350101490,68,,Caminando + Aventones (4 dias),,"No se quedan en Oaxaca, nomas pasan caminando, pero menciona se acuerda de Santo Domingo",,,,,,,,,
133,11,9/17/2023,9/18/2023,Puebla,Puebla,México,19.031266120,-98.210725950,2145,,Caminando (~4 dias),,Les toca la fiesta de San Miguel Arcangel?,,,,,,,,,
133,12,,,CDMX,Mexico,México,19.427520000,-99.139000000,2239,,Caminando?,,,,,,,,,,,
133,13,,,Querétaro,Querétaro,México,20.567063550,-100.387171000,1882,,,,,,,,,,,,,
133,14,,9/26/2023,San Luis Potosi,San Luis Potosi,México,22.168753080,-100.976702800,1865,2 semanas,Bus,,,,,,,,,,,
133,15,9/27/2023,,Saltillo,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
134,1,1/1/2000,7/1/2023,Santa Cruz de Yojoa,Cortés,Honduras,14.980709389,-87.889408966,478,,Autobus (2 hrs),,,,,AM,,,,,,
134,2,7/1/2023,7/1/2023,San Pedro Sula,Cortés,Honduras,15.503789182,-88.010258036,90,,Autobus (4 hrs),,,,,,,,,,,
134,3,7/2/2023,7/2/2023,Puerto Cortés,Cortés,Honduras,15.825311957,-87.928365345,7,,Autobus (3.5 hrs),,Trayecto seguido,,,,,,,,,
134,4,7/2/2023,7/2/2023,Corinto,Cortés,Honduras,15.585330280,-88.370384110,21,,Autobus (2 hrs),,,,,,,,,,,
134,5,7/2/2023,7/2/2023,Puerto Barrios,Izabal,Guatemala,15.696832737,-88.583581683,14,,Autobus (4 hrs),,,,,,,,,,,
134,6,7/2/2023,7/2/2023,Morales,Izabal,Guatemala,15.471217315,-88.843646021,48,,Autobus (5 hrs),,,,,,,,,,,
134,7,7/3/2023,7/3/2023,Ciudad de Guatemala,Guatemala,Guatemala,14.621554770,-90.517284220,1495,,Taxi + Autobus (10 hrs),,"Salieron 10:30pm llegaron a las 3 am, agarran taxi a terminal ",,,,,,,,,
134,8,7/3/2023,7/3/2023,Tecun Uman,San Marcos,Guatemala,14.677935369,-92.140170136,29,,Balsa (2 hrs),,Llegaron como a las 2pm,,,,,,,,,
134,9,7/3/2023,7/3/2023,Ciudad Hidalgo,Chiapas,Mexico,14.679317161,-92.152480808,22,,Autobus (2.5 hrs),,,,,,,,,,,
134,10,7/3/2023,9/20/2023,Tapachula,Chiapas,México,14.909851290,-92.260796590,158,2.5 meses,Autobus (22 hrs),,Se quedaron trabajando,,,,,,,,,
134,11,9/21/2023,9/21/2023,CDMX,Estado de Mexico,Mexico,19.368636180,-99.115821210,2239,3 hrs,Autobus (18 horas),,"Salieron de tapachula como a las 6pm, llegaron a cdmx el prox dia como a las 4pm y luego salieron como a las 7pm ",,,,,,,,,
134,12,9/22/2023,9/23/2023,Monterrey ,Nuevo Leon,México,25.706227150,-100.321377300,569,1 noche,Autobus (2 hrs),,Llegaron como a la 1pm,,,,,,,,,
134,13,9/23/2023,,Saltillo,Coahuila,México,25.404099650,-101.024833500,1590,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
135,1,1/1/2000,5 de enero,,,Venezuela,,,,,,,"aprox. 2h, trayecto confuso",,,DW,,,,,,
135,2,,,Bogotá,Bogotá,Colombia,4.675376000,-74.084900000,2552,,,,,,,,,,,,,
135,3,,,Cali,Valle del Cauca,Colombia,3.451940000,-76.536700000,1002,,"en pié, trenes, buses",,,,,,,,,,,
135,4,,,Medellín,,Colombia,6.242907000,-75.582700000,1479,,,,,,,,,,,,,
135,5,9 de enero,,Necoclí,Antioquia,Colombia,8.426230000,-76.784700000,5,,3-4 días de Venezuela,,,,,,,,,,,
135,6,,12 de enero,,Darién,Colombia,,,,,lancha,,,,,,,,,,,
135,7,,17 de enero,,tapón del Darién,Panamá,,,,,3 días cruzando la selva del lado de Colombia,,"algunos refugios, albergues",,,,,,,,,
135,8,,1 de febrero,,,Costa Rica,,,,15 días trabajando,5 días cruzando la selva de Panamá,,caminaba por la costa,,,,,,,,,
135,9,,,,,Nicaragua,,,,,2-3 semanas cruzando Nicaragua en pié,,,,,,,,,,,
135,10,principios de marzo,,,,Honduras,,,,,3-4 días en pié,,,,,,,,,,,
135,11,,,,,Guatemala,,,,,en pié,Puerto Barrios,caminaba por la costa,,,,,,,,,
135,12,,,,,Belice,,,,,en pié,,caminaba por la costa,,,,,,,,,
135,13,mayo,,,Yucatán,México,,,,,,,"tal vez entró por Chetumal, zona de Campeche",,,,,,,,,
135,14,,,Tuxtla,Chiapas,México,16.756710000,-93.122700000,535,,,,,,,,,,,,,
135,15,,,Villahermosa,Tabasco,México,17.989170000,-92.944900000,20,,,,,,,,,,,,,
135,16,,,Santo Domingo Zanatepec,Oaxaca,México,16.479813810,-94.350101490,68,casi 3 meses trabajando,,San Pedro Tuxla - trabajando 2 o 3 días,,,,,,,,,,
135,17,,,Tierra Blanca,Veracruz,México,18.449744560,-96.369560780,71,,,,,,,,,,,,,
135,18,,,Apizaco,Tlaxcala,México,19.411035160,-98.143309850,2429,,,,,,,,,,,,,
135,19,,,CDMX,Mexico,México,19.427520000,-99.139000000,2239,aprox. 15 días en el refugio,,,,,,,,,,,,
135,20,,,Querétaro,Querétaro,México,20.567063550,-100.387171000,1882,,,Hidalgo,,,,,,,,,,
135,21,,,Guanajuato,Guanajuato,México,21.020213490,-101.257059400,2030,,,,,,,,,,,,,
135,22,,,Guadalajara,Jalisco,México,20.668300000,-103.357000000,1551,aprox. 15 días en el refugio,2 días en tren,,,,,,,,,,,
135,23,,,Tepic,Nayarit,México,"21,503608,",-104888949.000000000,926,,,,,,,,,,,,,
"21,503608,",24,,,CDMX,Estado de México,México,19.368636180,-99.13264404,2239,,,,baja de nuevo,,,,,,,,,
"21,503608,",25,,,Querétaro,Querétaro,México,20.567063550,-100.387171000,1882,,,,,,,,,,,,,
135,26,,,SLP,SLP,México,22.161180000,-100.977000000,1870,1 noche,,,,,,,,,,,,
135,27,,,Piedras Negras,Coahuila,México,28.708850000,-100.531000000,229,,,1 noche en algún lugar en camino,,,,,,,,,,
135,28,fines de julio,18 de agosto,,Texas,Estados Unidos,,,,22 días,,,,,,,,,,,,
135,29,19 de agosto,,Villahermosa,Tabasco,México,17.989170000,-92.944900000,20,,,lo regresan de Texas,,,,,,,,,,
135,30,24 de agosto,,Tuxtla,Chiapas,México,16.756710000,-93.122700000,535,,en pié,Huimanguillo,,,,,,,,,,
135,21,31 de agosto,,Arriaga,Chiapas,México,16.233450000,-93.910200000,47,,en pié,,,,,,,,,,,
135,32,2 de sept,,San Pedro Tapanatepec,Oaxaca,México,16.364110000,-94.190300000,54,,,,,,,,,,,,,
135,33,,,Santo Domingo Zanatepec,Oaxaca,México,16.479810000,-94.350100000,68,,,,,,,,,,,,,
135,34,,,Ixtepec,Oaxaca,México,16558967.000000000,-95096686.000000000,63,aprox. 10 días trabajando,,,,,,,,,,,,
135,35,17 de sept,,CDMX,Estado de México,México,19.368636180,-99.132644040,2239,,,,,,,,,,,,,
135,36,,,SLP,Coahuila,México,28.708850000,-100.531000000,229,,,,,,,,,,,,,
135,37,28 de sept,,Saltillo,Coahuila,México,25.404100000,-101.025000000,1590,,,en pié unos 10 días,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
136,1,1/1/2000,5 de sept.,Sarare,Lara,Venezuela,9.789216716,-69.165609129,280,,,,menos de 1h,Viaja con un niños de 6 años (el hijo de sus primos),,"DW, MP",,,,,,
136,2,5 de sept.,8 de sept.,,,Colombia,,,,3 días,coche,,,,,,,,,,,
136,3,8 de sept.,12 de sept.,San Andrés,,Colombia,12.586490000,-81.702700000,2,4 días,avión,,,,,,,,,,,
136,4,,13 de sept.,,,Nicaragua,,,,1 día,"lancha, bus?",,,,,,,,,,,
136,5,,,,,Honduras,,,,,ferry,,,,,,,,,,,
136,6,,,,,Guatemala,,,,,horas en bus,,,,,,,,,,,
136,7,14 de sept.,15 de sept.,Tapachula,Chiapas,México,14.909850000,-92.260800000,158,"1 día, 1 noche",,,Estancia en un hotel por esa noche,,,,,,,,,
136,8,15 de sept.,16 de sept.,Posiblemente Tierra Blanca,Veracruz,México,18.462270000,-95.354800000,558,"1 día, 1 noche","bus, combi, 8 horas en pié",,Pasan la noche ahi en el bus con direccion a CDMX los baja migracion,,,,,,,,,
136,9,,,Tuxtla,Chiapas,México,16.756710000,-93.122700000,535,,bus,,,,,,,,,,,
136,10,,,Oaxaca,Oaxaca,México,17.067900000,-96.734400000,1570,1 noche,combi,,Durmieron en la terminal,,,,,,,,,
136,11,,,Juchitán,Oaxaca,México,16.441060000,-95.021700000,22,,,,,,,,,,,,,
136,12,18 de sept.,19 de sept.,CDMX,Estado de México,México,19.368640000,-99.132600000,2239,1 día,bus,,,,,,,,,,,
136,13,19 de sept.,20 de sept.,Monterrey,Nuevo Leon,México,25.706230000,-100.321000000,569,1 día,,,,,,,,,,,,
136,14,26 de sept.,,Saltillo,Coahuila,México,25.404100000,-101.025000000,1590,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
137,1,1/1/2000,8/18/2023,,,El Salvador,,,,,,,,,,,,,,,,
137,2,8/18/2023,8/18/2023,Esquipulas,Chiquimula,Guatemala,14.562041690,-89.341969180,974,,,,,,,,,,,,,
137,3,8/19/2023,8/19/2023,Candelaria,Chiapas,México,16.247788580,-92.138592430,1647,,Caminando (16 dias),,,,,,,,,,,
137,4,,,Tenosique,Tabasco,México,17.472589049,-91.424918710,28,,,,,,,,,,,,,
137,5,,,Palenque,Chiapas,México,17.510989328,-91.990896296,65,,,,,,,,,,,,,
137,6,9/6/2023,,Coatzacoalcos,Veracruz,México,18.135839665,-94.453546830,27,,Tren (8 horas),,,,,,,,,,,
137,7,,,Tierra Blanca,Veracruz,México,18.445438240,-96.352054030,71,,Tren (11 horas),,,,,,,,,,,
137,8,,,Córdoba,Veracruz,México,18.882892582,-96.923137843,825,,Tren (2 horas),,,,,,,,,,,
137,9,,,Orizaba,Veracruz,México,18.857310760,-97.107383180,1249,,Tren (6-8 horas),,,,,,,,,,,
137,10,,,Puebla,Puebla,México,19.031266120,-98.210725950,2145,,"Camion (2 horas), Caminando (8 horas) ?",,,,,,,,,,,
137,11,,,Lechería,Estado de México,México,19.617308525,-99.182343221,2258,,Tren (1:30 horas),,,,,,,,,,,
137,12,,,Huehuetoca,Estado de México,México,19.827243611,-99.199961532,2258,,Tren (9-10 hora),,,,,,,,,,,
137,13,,,Apaxco,Estado de México,México,19.971652067,-99.170625654,2197,,Tren (1/2 hora),,,,,,,,,,,
137,14,,,Bojay,Hidalgo,México,20.047770287,-99.238325134,2122,,Tren (1/2 hora),,,,,,,,,,,
137,15,,,Celaya,Guanajuato,México,20.529111290,-100.826570200,1757,,Tren (1/2 hora),,,,,,,,,,,
137,16,,,Escobedo,Guanajuato,México,20.668253540,-100.747274100,1788,,Tren (8 horas),"Comonfort, Pozo Blanco",Trayecto muy confuso,,,,,,,,,
137,17,,,San Luis Potosi,San Luis Potosi,México,22.168753080,-100.976702800,1865,,Tren (11 horas),,,,,,,,,,,
137,18,9/27/2023,,Saltillo,Coahuila,México,25.404099650,-101.024833500,1590,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
138,1,1/1/2000,8/3/2023,Puerto Cortés,Cortés,Honduras,15.825311957,-87.928365345,7,,Combi (a frontera) + Bus,,,,,,,,,,,
138,2,8/3/2023,8/3/2023,Ciudad de Guatemala,Guatemala,Guatemala,14.621554770,-90.517284220,1495,,Bus,,,,,,,,,,,
138,3,8/4/2023,8/4/2023,Tecun Uman,San Marcos,Guatemala,14.677935369,-92.140170136,1485,,Balsa + Carro,,,,,,,,,,,
138,4,8/4/2023,9/3/2023,Tapachula,Chiapas,México,14.910860000,-92.265300000,158,,Bus,,Proceso de COMAR para residencia temporal,,,,,,,,,
138,5,9/3/2023,9/3/2023,Huixtla,Chiapas,Mexico,15.139851550,-92.471499620,33,,Bus,,,,,,,,,,,
138,6,9/3/2023,9/4/2023,Mapastepec,Chiapas,México,15.433039079,-92.898662559,38,,Bus,,,,,,,,,,,
138,7,9/4/2023,9/4/2023,Arriaga,Chiapas,México,16.233446260,-93.910153100,47,,Bus,,,,,,,,,,,
138,8,9/5/2023,9/5/2023,Tuxtla Gutierrez,Chiapas,México,16.744533880,-93.108430120,535,,Bus,,,,,,,,,,,
138,9,9/6/2023,9/6/2023,Juchitan,Oaxaca,México,16.438196000,-95.024284000,22,,Caminando (7 hrs) + Aventon (10 km),,,,,,,,,,,
138,10,9/6/2023,9/7/2023,Oaxaca,Oaxaca,México,17.067897260,-96.734443660,1570,2 days,Bus (8 hrs),Agarraron bus a 11:30pm llegaron a las 7am,,,,,,,,,,
138,11,9/8/2023,9/8/2023,Puebla,Puebla,México,19.032840000,-98.185300000,2145,,Bus (Indios Verdes),,,,,,,,,,,
138,12,9/9/2023,9/22/2023,CDMX,Estado de Mexico,Mexico,19.368636180,-99.115821210,2239,~12 dias,,,,,,,,,,,,
138,13,9/23/2023,9/23/2023,Leon,Guanajuato,México,21.126836216,-101.691878985,1804,1 dia,,,,,,,,,,,,
138,14,9/24/2023,9/25/2023,San Luis Potosí,San Luis Potosi,México,22.161180000,-100.977000000,,1 noche,Tren (4 hrs),,,,,,,,,,,
138,15,9/25/2023,,Saltillo,Coahuila,México,25.404099650,-101.024833500,1590,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
140,1,1/1/2000,08 de sept.,,,Chile,,,,,,,aprox. 1h,Viaja con su hijo de 6 años,,"DW, MP",,,,,,
140,2,08 de sept.,09 de sept.,Bogotá,Bogotá,Colombia,4.675376,-74.0849,2552,1 noche,4-5 h en avión,,,,,,,,,,,
140,3,09 de sept.,11 de sept.,San Andrés,,Colombia,12.58649,-81.7027,2,2 días,2h en avión,,,,,,,,,,,
140,4,,,alguna isla,,Nicaragua,,,,,8h en lancha,,,,,,,,,,,
140,5,,,Terminal,,Nicaragua,,,,1 día,"4h en ferry, taxi a la terminal",,,,,,,,,,,
140,6,,,,,Honduras,,,,,bus,,,,,,,,,,,
140,7,siguiente día,,,,Guatemala,,,,1 noche,"6-8h en auto hasta ael río, del rio en balsa 5min",,Terminal de Guatemala,,,,,,,,,
140,8,16,,Tapachula,Chiapas,México,14.90985,-92.2608,158,1 noche,taxi al centro,,,,,,,,,,,
140,9,19,,Arriaga,Chiapas,México,16.23345,-93.9102,47,,bus,,,,,,,,,,,
140,10,,,San Pedro Mixtepec,Oaxaca,México,15.9836,-97.0798,225,,"combi, taxi, bus",,los bajaron,,,,,,,,,
140,11,,,Tierra Blanca,Veracruz,México,18.44974,-96.3696,71,1 noche,bus,,en el refugio,,,,,,,,,
140,12,,,Tierra Blanca,Veracruz,México,18.44898,-96.3557,67,,taxi a la terminal,,,,,,,,,,,
140,13,,,Tehuantepec,Oaxaca,México,16.32476,-95.2381,65,,,,,,,,,,,,,
140,14,,,Juchitán,Oaxaca,México,16.44106,-95.0217,22,,,,,,,,,,,,,
140,15,,,Oaxaca,Oaxaca,México,17.069,-96.7325,1570,,bus,,,,,,,,,,,
140,16,,,CDMX,Estado de México,México,19.36864,-99.1326,2239,1 noche,bus,,,,,,,,,,,
140,17,,,Monterrey,Nuevo Leon,México,25.70623,-100.321,569,2 días,bus,,,,,,,,,,,
140,18,27,,Saltillo,Coahuila,México,25.4041,-101.025,1590,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
142,1,1/1/2000,2 de sept,Santander de Quilichao,Cauca,Colombia,3.007569000,-76.483900000,1064,,,,aprox. 1h,,,DW,,,,,,
142,2,,,Cali,Valle del Cauca,Colombia,3.451940000,-76.536700000,1002,,bus,,,,,,,,,,,
142,3,,,Medellin,Antioquia,Colombia,6.255124000,-75.590000000,1479,,bus,,,,,,,,,,,
142,4,,,Turbo,Antioquia,Colombia,8.094864000,-76.728300000,5,,bus,,,,,,,,,,,
142,5,,,Necocli,Antioquia,Colombia,8.424064000,-76.785500000,5,,bus,,,,,,,,,,,
142,6,3 de sept,,,selva,Colombia,,,,,4 h en lancha lancha,,,,,,,,,,,
142,7,6 de sept,7 de sept,Bajo Chiquito - refugio de la ONU,Emberá-Wounaan,Panamá,8.457534000,-77.678300000,45,1 día,2 días en pié,,,,,,,,,,,
142,8,7 de sept,,ONU,,Panamá,,,,1 día,,,,,,,,,,,,
142,9,8 de sept,11 de sept,,,Costa Rica,,,,3 días,1 día en bus,,cruzan Costa Rica en1 día en bus,,,,,,,,,
142,10,,,,,Nicaragua,,,,,1 día en bus,,,,,,,,,,,
142,11,12 de sept,,,,Honduras,,,,,,,,,,,,,,,,
142,12,14 de sept,,,centro,Guatemala,,,,1 noche en un alabergue,1 día,,,,,,,,,,,
142,13,,,Tapachula,Chiapas,México,14.909850000,-92.260800000,158,,15min en piraguas - lancha,,,,,,,,,,,
142,14,,,Tonalá,Chiapas,México,16.090170000,-93.758800000,48,,,,,,,,,,,,,
142,15,,,San Pedro Tapanatepec,Oaxaca,México,16.369070000,-94.194500000,58,,,,,,,,,,,,,
142,16,,,Juchitán,Oaxaca,México,16.441060000,-95.021700000,22,,,,,,,,,,,,,
142,17,,,Tehuantepec,Oaxaca,México,16.324760000,-95.238100000,65,,en pié,,,,,,,,,,,
142,18,,,Oaxaca,Oaxaca,México,17.069000000,-96.732500000,1570,1 noche,2h en bus,,,,,,,,,,,
142,19,,29 de sept,CDMX,Estado de México,México,19.368640000,-99.132600000,2239,3 días en la terminal,bus,,,,,,,,,,,
142,20,30 de sept,30 de sept,Monterrey,Nuevo Leon,México,25.706230000,-100.321000000,569,1 día,1 noche en bus,,,,,,,,,,,
142,21,30 de sept,,Saltillo,Coahuila,México,25.404100000,-101.025000000,1590,,carro,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
143,1,1/1/2000,15 de julio,Cali,Valle del Cauca,Colombia,3.451940000,-76.536700000,1002,,,,aprox. 1h,"Viaja con su dos hijas, no se mencionan edades (excepto que la grande ya esta en edad de menstruar, por lo que ella es muy grande para ser cargada). Edades: 14 y 9, creo que no califican para esta pregunta.",,"DW, MP",,,,,,
143,2,15 de julio,25 de agosto,N/A,,Venezuela,,,,"estancia de un mes, 10 días",,,,,,,,,,,,
143,3,25 de agosto,2 de sept,Cali,Valle del Cauca,Colombia,3.451940000,-76.536700000,1002,estancia de 6 días,,,,,,,,,,,,
143,4,3 de sept,3 de sept,Medellin,Antioquia,Colombia,6.255124000,-75.590000000,1479,estacia de 1 día en hotel,12-14h en bus,,,,,,,,,,,
143,5,3 de sept,4 de sept,Turbo,Antioquia,Colombia,8.094864000,-76.728300000,5,1 noche en hotel,,,,,,,,,,,,
143,6,4 de sept,5 de sept,Necocli,Antioquia,Colombia,8.424064000,-76.785500000,5,1 noche,"lancha, 3-4h",,,,,,,,,,,
143,7,5 de sept,5 de sept,,,frontera Colombia/Panamá,,,,,5-6h en pié,,,,,,,,,,,
143,8,5 de sept,8 de sept,Darién,,Panamá,,,,,"2 1/2 días en cruzar la selva, en pié",,,,,,,,,,,
143,9,9 de sept,10 de sept,Bajo Chiquito - refugio de la ONU,Emberá-Wounaan,Panamá,8.457534000,-77.678300000,45,1 noche,,,salen de una tipo terminal,,,,,,,,,
143,10,10 de sept,12 de sept,,,Costa Rica,,,,3 días,"bus, 1 día",,,,,,,,,,,
143,11,12 de sept,12 de sept,,,Nicaragua,,,,,menos de 1 día,,,,,,,,,,,
143,12,12 de sept,12 de sept,,,Honduras,,,,,menos de 1 día,,,,,,,,,,,
143,13,12-13 de sept,14-15 de sept,,,Guatemala,,,,2 días de espera,,,,,,,,,,,,
143,14,14-15 de sept,,Tapachula,Chiapas,México,14.909850000,-92.260800000,158,,,,,,,,,,,,,
143,15,,,Tuxtla,Chiapas,México,16.756710000,-93.122700000,535,,bus,,,,,,,,,,,
143,16,,,Cintalpa,Chiapas,México,15.339100000,-92.613800000,190,,en pié,,,,,,,,,,,
143,17,,,Tenochtitlán,Chiapas,México,16.455640000,-93.362200000,593,,,,,,,,,,,,,
143,18,,,San Pedro Tapanatepec,Oaxaca,México,16.369070000,-94.194500000,58,,aventón,,,,,,,,,,,
143,19,,,Santo Domingo Zanatepec,,México,16.477370000,-94.352900000,65,,taxi,,,,,,,,,,,
143,20,,aprox. El 20 de sept,Juchitán,Oaxaca,México,16.441060000,-95.021700000,22,,"taxi, un par de horas",,,,,,,,,,,
143,21,,aprox. El 21 de sept,Oaxaca,Oaxaca,México,17.069000000,-96.732500000,1570,,,,,,,,,,,,,
143,22,20-22 de sept,30 de sept,CDMX,Estado de México,México,19.368640000,-99.132600000,2239,,bus,varios días (aprox 6),,,,,,,,,,
143,23,,,Monterrey,Nuevo Leon,México,25.706230000,-100.321000000,569,,,,,,,,,,,,,
143,24,30 de sept,,Saltillo,Coahuila,México,25.404100000,-101.025000000,1590,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
144,1,1/1/2000,8 de mayo,Tela,Atlántida,Honduras,15.776300000,-87.471700000,8,,,,aprox. 1h 15,,,"DW, MP",,,,,,
144,2,,,San Pedro Sula,Cortés,Honduras,15.503790000,-88.010300000,90,,8h en bus,,,,,,,,,,,
144,3,,,Corinto,Cortés,Honduras,15.584840000,-88.370900000,21,,2h en bus,,,,,,,,,,,
144,4,,,Santa Elena,Petén,Guatemala,16.917390000,-89.898100000,126,,,,,,,,,,,,,
144,5,10 de mayo,11 de mayo,La Técnica,Petén,Guatemala,16.816330000,-90.884100000,112,1 noche,"autobuses, 2 días",,,,,,,,,,,
144,6,12-13 de mayo,14 de mayo,Palenque,Chiapas,México,17.510990000,-91.990900000,65,1 día,"20min en lancha, luego pié día y medio",,,,,,,,,,,
144,7,14 de mayo,14 de mayo,Salto de Agua,Chiapas,México,17.555970000,-92.342100000,17,,,,,,,,,,,,,
144,8,,,Las Choapas,Veracruz,México,17.915850000,-94.094200000,26,,"30min en aventón en moto, luego en pié",,,,,,,,,,,
144,9,18 de mayo,20-21 de mayo,Coatzalcoalcos,Veracruz,Mexico,18.146290000,-94.435200000,27,2 días,4 días en pié,"según la entrevistadora - Palenque, Villahermosa, Macuspana",,,,,,,,,,
144,10,aprox. 22 de mayo,24 de mayo,Tierra Blanca,Veracruz,México,18.445440000,-96.352100000,71,"1 noche, 2 días",tren,,"migración, ataque de asma",,,,,,,,,
144,11,,,Córdoba,Veracruz,México,18.884100000,-96.923500000,825,,tren,,,,,,,,,,,
144,12,,,Orizaba,Veracruz,México,18.850300000,-97.103900000,1249,,en pié,,,,,,,,,,,
144,13,,,CDMX,Estado de México,México,19.433190000,-99.132100000,2239,1 mes,tren,,migración lo detuvo,,,,,,,,,
144,14,,,Villahermosa,Tabasco,México,17.989170000,-92.944900000,20,,,,migración lo regresó,,,,,,,,,
144,15,26 de junio,3 de julio,Coatzalcoalcos,Veracruz,Mexico,18.146290000,-94.435200000,27,2 semanas (esperan a que les dejen tomar el tren),"en pié, lancha, 1 día",,,,,,,,,,,
144,16,3 de julio,3 de julio,CDMX,Estado de México,México,19.433190000,-99.132100000,2239,,tren,,,,,,,,,,,
144,17,3 de julio,6 de julio,San Juan del Río,Querétaro,México,20.389980000,-99.985900000,1931,2 días (esperan al tren),tren,,,,,,,,,,,
144,18,6 de julio,aprox. 9 de julio,Irapuato,Guanajuato,México,20.678510000,-101.354000000,1723,3 días,tren,,,,,,,,,,,
144,19,aprox. 9 de julio,,Celaya,Guanajuato,México,20.529110000,-100.827000000,1757,7-8 días,"autobús, 1h",,,,,,,,,,,
144,20,,,Irapuato,Guanajuato,México,20.678510000,-101.354000000,1723,,autobús,,,,,,,,,,,
144,21,,,Guadalajara,Jalisco,México,20.668300000,-103.357000000,1551,8-9 días,tren 12-14h,,,,,,,,,,,
144,22,,,Aguascalientas,Aguascalientes,Mexico,21.883900000,-102.291000000,1875,,autobús,,,,,,,,,,,
144,23,,,Zacatecas,Zacatecas,México,22.770460000,-102.595000000,2445,,tren,,,,,,,,,,,
144,24,30 de sept,,Saltillo,Coahuila,México,25.404100000,-101.025000000,1590,,tren,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
145,1,1/1/2000,15 de agosto,,,Venezuela,,,,,,,aprox. 1h,,,DW,,,,,,
145,2,,puente Simon Bolivar,,,Colombia/Venezuela,7.817898000,-72.450900000,417,,14h,,no se acuerda de que ciudad sale,,,,,,,,,
145,3,,,Cúcuta,Norte de Santander,Colombia,7.898022000,-72.510000000,317,,,,,,,,,,,,,
